256 5511.563998
336 7308.407564
424 8570.375959
512 9737.102921
680 12851.345490
848 13000.882803
1024 14626.657309
1360 17170.712089
1704 20956.651720
2048 20903.312748
2728 24956.220675
3408 25223.156409
4096 26629.840589
5456 27316.909569
6824 28866.569209
8192 29823.265320
10920 32243.013255
13648 32261.098847
16384 32582.143498
21840 33841.785429
27304 34817.784906
32768 29137.745998
43688 22323.919407
54608 22360.292744
65536 22328.867991
87376 22431.668619
109224 22387.140426
131072 22276.518356
174760 22146.711848
218448 21882.674308
262144 21633.045014
349520 2436.634294
436904 2429.706744
524288 2434.907091
699048 2436.912228
873808 2437.723901
1048576 2432.264586
1398096 2436.984949
1747624 2432.349531
2097152 2434.978289
2796200 2435.008813
3495248 2433.793790
4194304 2434.353949
5592400 2432.912302
6990504 2411.053404
8388608 2434.928245
11184808 2445.119306
13981008 2436.272703
16777216 2440.184693
