256 7774.409279
336 9949.821514
424 12169.367913
512 13759.008198
680 16495.034951
848 18644.716790
1024 20152.145429
1360 23517.874271
1704 24613.511227
2048 27300.222782
2728 29573.204442
3408 31476.146399
4096 33075.051345
5456 35062.552408
6824 36200.870745
8192 37189.810709
10920 38180.621027
13648 38099.606422
16384 38754.465931
21840 27147.626737
27304 27276.787727
32768 27479.548157
43688 27656.882900
54608 27821.287412
65536 27940.569172
87376 4093.568837
109224 4115.740280
131072 4117.912715
174760 4114.412543
218448 4177.401670
262144 4146.715482
349520 4194.159218
436904 4248.984822
524288 4254.213809
699048 4284.263402
873808 4310.205146
1048576 4424.475717
1398096 4401.396127
1747624 4400.112091
2097152 4407.862223
2796200 4378.878954
3495248 4245.036243
4194304 4277.051197
5592400 4268.560590
6990504 4270.422797
8388608 4261.779826
11184808 4245.498805
13981008 4205.118330
16777216 4179.088836
