256 2424.747273
336 2436.849767
424 2446.959296
512 2343.689899
680 1679.662394
848 1850.288603
1024 2011.113868
1360 2106.175398
1704 2176.485777
2048 2148.378201
2728 2034.817256
3408 2245.577643
4096 2169.560337
5456 2176.428750
6824 2219.631335
8192 2247.697751
10920 2228.210630
13648 2216.256437
16384 2248.006629
21840 2227.902253
27304 2240.316285
32768 2242.484863
43688 2234.793806
54608 2382.006227
65536 2243.164752
87376 2197.838749
109224 2245.529160
131072 2248.741120
174760 2249.308996
218448 2250.459137
262144 2254.359617
349520 2246.476410
436904 2248.132036
524288 2163.150104
699048 2252.380332
873808 2254.300680
1048576 2256.638790
1398096 2257.778315
1747624 2260.102841
2097152 2173.303534
2796200 2263.029027
3495248 2264.325132
4194304 2267.164962
5592400 2268.001013
6990504 2268.896906
8388608 2260.125012
11184808 2200.593649
13981008 2167.900168
16777216 2039.775216
