256 4834.825332
336 4023.884309
424 4448.467204
512 4731.112941
680 4523.476152
848 4360.034433
1024 4732.480625
1360 4572.574293
1704 4692.949377
2048 5108.943607
2728 4738.850069
3408 4719.924070
4096 4793.627615
5456 4713.224583
6824 4751.583798
8192 4781.369391
10920 4780.456071
13648 4779.054672
16384 4805.907078
21840 4796.061238
27304 4816.872560
32768 4816.810568
43688 4643.236065
54608 4656.563615
65536 4662.686366
87376 4663.044868
109224 4932.688936
131072 4669.962818
174760 4658.372231
218448 4667.213155
262144 4976.888628
349520 4692.089145
436904 4695.492339
524288 4702.092426
699048 4699.632104
873808 4703.732417
1048576 4709.668202
1398096 4710.726425
1747624 4714.047678
2097152 4716.173117
2796200 4700.028974
3495248 4702.262447
4194304 4705.068802
5592400 4711.235667
6990504 4702.325002
8388608 4681.849087
11184808 4444.722330
13981008 4261.930275
16777216 3932.497430
